ID,D1,D2,D3,D4,D5,D6,D7,A1,A2,A3,A4,A5,A6,A7,S1,S2,S3,S4,S5,S6,S7
UID_592,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,3,1,1,0,0,1
UID_593,1,1,1,1,2,3,2,1,1,1,1,1,2,1,0,1,1,1,1,1,1
UID_594,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,2,1,2
UID_595,1,1,2,1,0,1,0,1,0,1,1,2,3,0,0,0,0,1,0,1,0
UID_596,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
UID_597,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0
UID_598,0,1,2,1,0,0,0,1,1,1,2,0,0,0,0,2,1,0,0,0,0
UID_599,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1
UID_600,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,2,0
UID_601,2,0,0,0,1,2,3,1,3,2,0,1,3,0,0,1,3,0,0,1,1
UID_602,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0
UID_603,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1
UID_604,0,1,2,1,0,1,2,1,1,0,0,0,0,1,0,2,0,0,0,0,0
UID_605,0,0,0,0,2,1,0,1,0,1,0,3,3,2,0,0,2,1,0,0,0
UID_606,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
UID_607,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
UID_608,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
UID_609,2,2,0,1,0,1,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0
UID_610,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
UID_611,2,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1
UID_612,1,1,0,0,2,0,0,1,1,0,2,1,0,1,0,0,1,0,0,1,0
UID_613,1,1,2,0,0,2,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1
UID_614,1,1,1,1,1,1,0,1,0,1,0,1,2,1,0,1,0,1,1,0,2
UID_615,1,2,0,1,0,1,0,1,0,0,0,0,2,0,0,3,1,0,0,2,2
UID_616,2,1,0,0,3,1,0,1,1,1,0,1,0,3,0,0,1,1,2,1,0
UID_617,1,1,1,1,2,1,0,1,0,1,0,2,1,2,0,1,1,1,0,1,1
UID_618,1,0,2,2,1,1,2,1,0,0,1,1,1,3,0,2,3,0,1,0,0
UID_619,1,0,0,1,2,3,1,1,1,2,0,2,1,1,0,1,0,1,1,1,2
UID_620,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1
UID_621,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1
UID_622,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,2,0,0
UID_623,1,1,0,0,1,1,3,1,0,0,0,1,0,0,0,0,1,0,1,0,0
UID_624,0,0,1,1,1,1,0,1,1,1,0,0,1,2,0,0,0,0,1,0,1
UID_625,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,3,1,2,0,2,0
UID_626,0,2,0,0,2,0,0,1,0,1,1,3,1,0,0,0,1,0,0,0,1
UID_627,0,0,0,0,3,0,1,1,1,0,2,1,1,0,0,2,1,2,3,2,2
UID_628,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0
UID_629,0,2,0,0,0,1,0,1,0,2,0,2,0,0,0,3,1,2,0,3,0
UID_630,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1
UID_631,0,0,0,1,1,0,0,1,0,1,1,0,2,1,0,0,1,0,1,0,1
UID_632,1,1,1,1,1,0,1,1,2,1,0,1,0,1,0,0,1,0,1,0,1
UID_633,0,2,0,0,2,0,0,1,0,2,0,3,1,0,0,3,1,0,2,0,0
UID_634,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
UID_635,1,1,0,0,1,1,1,1,2,1,0,1,0,1,0,1,1,0,1,0,1
UID_636,0,0,1,1,1,0,0,1,0,1,0,3,0,0,0,1,0,1,0,0,0
UID_637,0,0,0,0,0,0,2,1,1,3,0,0,2,2,0,1,1,0,0,0,0
UID_638,1,0,1,1,1,2,2,1,1,1,0,0,1,1,0,1,0,0,0,0,1
UID_639,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1
UID_640,1,0,3,3,1,0,0,1,1,3,1,0,3,1,0,0,1,0,1,1,1
UID_641,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,2,0,1,1,1
UID_642,1,0,1,1,0,0,1,1,0,2,1,1,0,1,0,1,1,0,0,0,1
UID_643,1,1,1,0,1,0,1,1,1,1,0,0,1,2,0,1,1,1,1,1,1
UID_644,0,1,1,0,0,2,0,1,2,2,0,0,2,0,0,3,0,0,0,0,2
UID_645,3,2,0,1,1,3,3,1,3,3,0,2,3,3,0,2,0,0,0,0,3
UID_646,2,0,1,0,0,0,0,1,1,2,0,0,2,2,0,1,0,3,0,1,2
UID_647,2,1,0,1,0,0,0,0,2,3,0,0,1,0,3,1,1,1,3,0,1
UID_648,1,0,0,1,0,0,0,0,1,0,3,0,1,0,3,3,1,0,0,0,0
UID_649,3,3,0,1,2,3,3,0,3,3,0,3,3,2,3,3,0,1,1,1,3
UID_650,1,1,0,2,3,1,1,0,1,1,0,1,1,1,2,1,0,0,2,0,0
UID_651,1,0,0,1,0,1,1,0,1,1,0,0,0,1,2,1,0,0,0,0,1
UID_652,1,3,0,1,2,3,3,0,3,3,1,2,2,2,2,1,2,3,1,1,3
UID_653,3,2,0,3,0,0,3,0,0,2,0,0,0,2,2,3,0,0,0,1,1
UID_654,1,0,0,1,2,2,1,0,1,1,0,1,2,1,2,1,1,1,1,1,1
UID_655,1,1,0,1,1,0,0,0,1,1,0,0,1,0,2,0,1,0,1,1,1
UID_656,2,1,0,0,3,2,0,0,2,1,0,0,2,1,2,2,1,2,1,0,2
UID_657,1,2,0,1,1,1,1,0,1,1,0,0,1,1,2,1,1,1,1,0,1
UID_658,2,1,0,1,2,2,3,0,1,0,0,1,2,1,2,0,0,1,1,1,1
UID_659,3,1,0,1,0,0,0,0,1,1,0,1,2,0,2,2,1,1,1,0,1
UID_660,3,1,0,0,1,3,1,0,1,1,0,0,0,1,2,1,1,1,0,1,1
UID_661,1,0,1,0,1,2,1,0,1,3,1,0,2,1,2,1,0,2,0,2,1
UID_662,0,1,1,2,3,2,0,0,1,0,0,2,1,2,2,2,1,2,3,1,3
UID_663,1,1,0,0,3,1,1,0,1,1,0,1,1,1,2,1,0,0,0,2,0
UID_664,1,0,0,1,2,2,1,0,1,1,0,1,2,1,2,1,1,1,1,1,1
UID_665,1,0,1,1,0,1,2,0,1,1,0,1,1,1,1,1,2,1,1,1,1
UID_666,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1
UID_667,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1
UID_668,0,1,0,0,1,1,1,0,0,0,0,2,0,0,1,0,0,0,0,1,0
UID_669,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,2,0,1
UID_670,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
UID_671,0,1,0,3,0,0,2,0,1,1,1,0,0,1,1,0,2,2,0,1,1
UID_672,0,0,0,1,2,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1
UID_673,3,1,1,0,0,1,1,0,2,2,0,2,3,2,1,1,3,2,1,3,3
UID_674,2,0,1,1,0,0,0,0,3,1,0,0,0,0,1,0,0,1,2,0,1
UID_675,2,1,1,1,0,0,0,0,2,1,0,0,2,2,1,1,1,1,0,0,2
UID_676,3,0,0,1,0,0,0,0,1,1,0,0,1,0,1,3,1,0,3,0,1
UID_677,2,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,2,0,0,0
UID_678,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
UID_679,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0
UID_680,3,3,1,3,0,0,0,0,1,2,1,1,0,0,1,1,1,1,1,1,0
UID_681,0,2,0,1,1,0,0,0,1,0,0,0,1,0,1,2,1,1,0,0,1
UID_682,2,0,2,1,2,0,0,0,0,2,1,0,0,0,1,2,2,1,0,1,0
UID_683,2,1,1,1,0,0,0,0,1,1,1,1,0,1,1,3,2,0,0,0,1
UID_684,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,0,1,0,1
UID_685,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1
UID_686,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1
UID_687,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1
UID_688,1,0,1,0,0,2,0,0,2,2,1,2,0,0,1,1,0,0,1,1,1
UID_689,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
UID_690,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
UID_691,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
UID_692,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
UID_693,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
UID_694,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
UID_695,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
UID_696,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
UID_697,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
UID_698,1,1,1,2,0,0,1,0,1,1,1,2,0,0,1,1,0,1,2,1,1
UID_699,1,0,1,0,1,1,0,0,2,1,0,2,0,0,1,2,0,1,1,0,1
UID_700,1,0,1,1,1,2,0,0,1,2,0,0,1,1,1,1,0,2,2,1,0
UID_701,0,1,0,2,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,2
UID_702,2,2,0,1,2,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,1
UID_703,1,3,1,1,0,1,3,0,1,2,1,0,2,3,1,0,0,0,1,1,1
UID_704,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0
UID_705,2,1,1,2,0,0,0,0,1,1,0,0,0,0,1,1,2,0,0,1,1
UID_706,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
UID_707,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0
UID_708,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0
UID_709,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,2,1
UID_710,1,1,0,2,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1
UID_711,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,2,2
UID_712,1,0,2,0,2,0,1,0,2,1,3,2,0,0,1,3,2,1,1,1,1
UID_713,1,1,1,0,2,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1
UID_714,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1
UID_715,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
UID_716,1,0,0,2,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0
UID_717,1,1,1,2,0,1,1,0,1,0,0,0,1,0,1,0,0,1,2,1,0
UID_718,3,1,1,0,0,1,1,0,2,2,0,2,3,2,1,1,3,2,1,3,3
UID_719,1,0,0,1,1,1,1,0,1,2,0,0,1,1,1,1,1,0,0,0,1
UID_720,1,0,0,0,1,0,0,0,0,0,0,0,1,2,1,1,0,2,2,0,1
UID_721,2,1,2,2,1,1,1,0,2,2,0,0,1,1,1,2,0,2,0,2,1
UID_722,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1
UID_723,3,2,1,2,1,1,1,0,1,1,0,2,2,2,1,3,1,2,2,1,1
UID_724,1,2,1,1,1,2,1,0,1,1,1,2,1,2,1,2,2,1,1,0,2
UID_725,1,0,1,1,0,1,2,0,1,1,0,1,1,1,1,1,2,1,1,1,1
UID_726,2,0,1,1,0,0,0,0,3,1,0,0,0,0,1,0,0,1,2,0,1
UID_727,2,1,1,1,0,0,2,0,2,1,0,0,2,2,1,1,1,1,0,0,0
UID_728,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
UID_729,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
UID_730,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0
UID_731,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1
UID_732,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
UID_733,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0
UID_734,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0
UID_735,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
UID_736,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1
UID_737,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1
UID_738,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
UID_739,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
UID_740,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
UID_741,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
UID_742,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1
UID_743,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
UID_744,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UID_745,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
UID_746,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
UID_747,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
UID_748,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
UID_749,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
UID_750,0,1,2,1,2,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1
UID_751,1,1,0,1,1,2,3,0,1,1,0,0,1,2,0,0,1,0,1,1,2
UID_752,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
UID_753,1,2,0,1,1,1,1,0,1,0,0,0,0,1,0,3,3,1,2,0,2
UID_754,2,0,3,0,0,0,0,0,1,3,0,0,2,1,0,3,3,1,0,0,3
UID_755,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
UID_756,1,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
UID_757,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
UID_758,1,1,1,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1
UID_759,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
UID_760,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
UID_761,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
UID_762,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
UID_763,0,0,1,1,0,1,2,0,0,1,0,0,1,2,0,0,0,1,1,0,0
UID_764,1,0,1,1,0,0,0,0,1,0,1,0,0,2,0,1,1,1,1,1,1
UID_765,2,0,0,1,1,0,0,0,1,2,0,0,0,0,0,3,0,1,0,3,1
UID_766,0,0,0,0,3,2,0,0,0,1,0,2,1,1,0,0,1,0,0,1,2
UID_767,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
UID_768,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
UID_769,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,2,1,0,0,0,0
UID_770,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,3,1,1,0,0,0
UID_771,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1
UID_772,1,1,0,0,0,0,3,0,1,1,0,0,0,2,0,0,0,1,0,0,0
UID_773,2,2,0,1,1,1,0,0,2,1,0,0,1,1,0,1,0,0,0,0,1
UID_774,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1
UID_775,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1
UID_776,0,0,1,0,1,1,2,0,0,1,2,2,2,1,0,1,1,0,0,0,1
UID_777,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
UID_778,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
UID_779,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
UID_780,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
UID_781,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
UID_782,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
UID_783,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
UID_784,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
UID_785,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
UID_786,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
UID_787,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
UID_788,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
UID_789,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,0,1,0
UID_790,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
UID_791,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
UID_792,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
UID_793,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
UID_794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
UID_795,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
UID_796,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
UID_797,1,2,0,2,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,1
UID_798,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
UID_799,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1
UID_800,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
UID_801,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
UID_802,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
UID_803,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1
UID_804,0,2,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0
UID_805,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,2,0,0,0,1
UID_806,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,2,0,0,1,0
UID_807,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1
UID_808,1,0,0,0,2,0,0,0,0,1,2,0,2,0,0,0,0,0,0,1,0
UID_809,1,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
UID_810,0,0,0,0,1,1,1,0,0,1,0,2,1,1,0,1,0,1,1,1,0
UID_811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UID_812,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
UID_813,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
UID_814,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
UID_815,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
UID_816,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
UID_817,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
UID_818,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
UID_819,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
UID_820,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,2,0
UID_821,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
UID_822,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0
UID_823,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
UID_824,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0
UID_825,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1
UID_826,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0
UID_827,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,2
UID_828,1,2,0,2,2,0,0,0,1,1,0,1,1,0,0,0,3,0,2,0,1
UID_829,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1
UID_830,1,3,0,0,3,3,0,0,3,3,0,3,2,0,0,3,0,0,1,1,3
UID_831,0,0,0,1,2,0,2,0,0,1,3,1,0,0,0,0,2,0,0,1,1
UID_832,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
UID_833,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
UID_834,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,2,1,0,0,0
UID_835,0,1,0,1,0,2,3,0,1,3,0,0,2,0,0,1,0,0,0,0,2
UID_836,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
UID_837,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
UID_838,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
UID_839,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
UID_840,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,1,0,0,2,0,0
UID_841,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
UID_842,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0
UID_843,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1
UID_844,0,0,0,0,0,2,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0
UID_845,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
UID_846,0,1,1,1,0,1,1,0,0,1,1,0,3,3,0,1,1,0,1,0,0
UID_847,3,3,0,2,1,0,1,0,3,1,0,0,0,2,0,1,0,0,2,2,1
UID_848,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,3,1,0,1
UID_849,1,0,0,0,0,1,1,0,1,2,0,1,0,0,0,1,2,1,2,1,1
UID_850,2,2,0,0,3,0,0,0,1,0,0,1,0,0,0,1,3,0,0,0,1
UID_851,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,0,3,0,0,0
UID_852,2,0,3,0,0,0,0,0,1,3,0,0,2,1,0,3,3,1,0,0,3
